Title,Date,Volume,Issue,StartPage,EndPage,DOI
Preformation and Pre-Existence in the Seventeenth Century: A Brief Analysis,1971,4,2,221,244,10.2307/4330559
Weighing the Risks: Stalemate in the Classical/Balance Controversy,1987,20,3,289,319,10.2307/4331020
"""Our Load of Mutations"" Revisited",1987,20,3,321,335,10.2307/4331021
Polymorphism and Heterosis: Old Wine in New Bottles and Vice Versa,1987,20,3,337,349,10.2307/4331022
"Muller, Dobzhansky, and Overdominance",1987,20,3,351,380,10.2307/4331023
God's Magnificent Law: The Bad Influence of Theistic Metaphysics on Darwin's Estimation of Natural Selection,1987,20,3,381,412,10.2307/4331024
"Science, Religion, and the Fossils at Big Bone Lick",1987,20,3,413,421,10.2307/4331025
"Review: Inventing the NIH: Federal Biomedical Research Policy, 1887-1937|Victoria A. Harden",1987,20,3,423,424,10.2307/4331026
Review: Evolutionary Theory: The Unfinished Synthesis|Robert G. B. Reid,1987,20,3,424,425,10.2307/4331027
Review: Edizione nazionale delle opere di Lazzaro Spallanzani. Parte prima. Carteggi|Pericle Di Pietro,1987,20,3,426,427,10.2307/4331028
Review: Cracking the Genome: Inside the Race to Unlock Human DNA|Kevin Davies,2003,36,3,627,629,10.2307/4331847
Review: Wandering in the Gardens of the Mind: Peter Mitchell and the Making of Glynn|John Prebble;Bruce Weber,2003,36,3,622,624,10.2307/4331844
"Review: Plants, Patients and the Historian: (Re)membering in the Age of Genetic Engineering|Paolo Palladino",2003,36,3,624,625,10.2307/4331845
Review: The Romantic Conception of Life: Science and Philosophy in the Age of Goethe|Robert J. Richards,2003,36,3,618,619,10.2307/4331842
"Review: Das Kaiser-Wilhelm Institut für Biologie: Seine Gründungsgeschichte, seine problemgeschichtlichen und wissenschaftstheoretischen Voraussetzungen (1911-1916)|Ulrich Sucker",2003,36,3,620,622,10.2307/4331843
Review: Down to Earth: Nature's Role in American History|Ted Steinberg,2003,36,3,614,615,10.2307/4331840
Review: The Triumph of Sociobiology|John Alcock,2003,36,3,615,618,10.2307/4331841
"The Early Dredgers: ""Naturalizing"" in British Seas, 1830-1850",1979,12,2,293,368,10.2307/4330746
Science as Ideology: The Rejection and Reception of Sociobiology in China,2003,36,3,567,578,10.2307/4331830
The Decline of Recapitulationism in Early Twentieth-Century Biology: Disciplinary Conflict and Consensus on the Battleground of Theory,1991,24,1,51,89,10.2307/4331158
Reevaluating Progressive Eugenics: Herbert Spencer Jennings and the 1924 Immigration Legislation,1991,24,1,91,112,10.2307/4331159
Edinburgh Lamarckians: Robert Jameson and Robert E. Grant,1991,24,1,1,18,10.2307/4331156
The Acceptance of Scientific Theories and Images of Masculinity and Femininity: 1959-±1985,1991,24,1,19,49,10.2307/4331157
Review: Ecology in the Twentieth Century: A History|Anna Bramwell,1990,23,3,531,533,10.2307/4331150
Review: The Ecologists: From Merry Naturalists to Saviours of the Nation|Thomas Söderqvist,1990,23,3,533,534,10.2307/4331151
Review: A History of Immunology|Arthur M. Silverstein,1990,23,3,534,536,10.2307/4331152
Review: The Garden of Eden: The Botanic Garden and the Recreation of Paradise|John Prest,1990,23,3,536,537,10.2307/4331153
"Book Review: Nicolas Rasmussen, Gene Jockeys: Life Science and the Rise of the Biotech Enterprise",2015,48,,495,497,10.1007/s10739-015-9412-9
"Towards “A Natural History of Data”: Evolving Practices and Epistemologies of Data in Paleontology, 1800–2000",2012,46,,401,444,10.1007/s10739-012-9336-6
The Search for a Macroevolutionary Theory in German Paleontology,1986,19,1,79,130,10.2307/4330959
Galen's Conception Theory,1986,19,1,47,77,10.2307/4330958
Morphology and Twentieth-Century Biology: A Response,1981,14,1,159,176,10.2307/4330779
"The Continuation of the Morphological Tradition: American Paleontology, 1880-1910",1981,14,1,129,158,10.2307/4330778
Review: Teleologia e Darwinismo. La corrispondenza tra Charles Darwin e Federico Delpino|Giuliano Pancaldi,1985,18,3,444,445,10.2307/4330953
Review: Descartes' Medical Philosophy: The Organic Solution to the Mind-Body Problem|Richard B. Carter,1985,18,3,443,444,10.2307/4330952
Introduction: Were American Morphologists in Revolt?,1981,14,1,83,87,10.2307/4330775
"Pseudo-Dioscorides' ""Ex Herbis Femininis"" and Early Medieval Medical Botany",1981,14,1,43,81,10.2307/4330774
The Evolution of Darwin's Theism,1986,19,1,1,45,10.2307/4330957
A Brief History of the Changing Occupations and Demographics of Coleopterists from the 18th Through the 20th Century,2013,47,,213,242,10.1007/s10739-013-9365-9
Demarcating Public from Private Values in Evolutionary Discourse,1988,21,2,195,211,10.2307/4331050
"The Bacterial Cell Wall in the Antibiotic Era: An Ontology in Transit Between Morphology and Metabolism, 1940s–1960s",2015,49,,3,36,10.1007/s10739-015-9417-4
Review: Richard Owen: Victorian Naturalist|Nicolaas A. Rupke,1995,28,2,372,374,10.2307/4331355
"The Beginnings of the ""Delft Tradition"" Revisited: Martinus W. Beijerinck and the Genetics of Microorganisms",1996,29,2,197,228,10.2307/4331389
"Review: Plows, Plagues & Petroleum: How Humans Took Control of Climate|William F. Ruddiman",2007,40,1,199,201,10.2307/29737475
"Review: A Science on the Scales: The Rise of Canadian Atlantic Fisheries Biology, 1898-1939|Jennifer Hubbard",2007,40,1,197,199,10.2307/29737474
Review: Studying the Jew: Scholarly Antisemitism in Germany|Alan E. Steinweis,2007,40,1,203,206,10.2307/29737477
Review: Birthing a Slave: Motherhood and Medicine in the Antebellum South|Marie Jenkins Schwartz,2007,40,1,201,203,10.2307/29737476
Review: The Science of Describing. Natural History in Renaissance Europe|Brian W. Ogilvie,2007,40,1,190,193,10.2307/29737471
Review: La Science Goethéenne des Vivants: De l'Histoire Naturelle à la Biologie Évolutionniste|Jean-Michel Pouget,2007,40,1,187,190,10.2307/29737470
Review: Falcon|Helen MacDonald,2007,40,1,194,196,10.2307/29737473
Review: California's Frontier Naturalists|Richard G. Beidleman,2007,40,1,193,194,10.2307/29737472
Review: Foundations of Biogeography: Classic Papers with Commentaries|Mark V. Lomolino;Dov F. Sax;James H. Brown,2005,38,3,,,10.2307/4331979
"“Culling the Herd”: Eugenics and the Conservation Movement in the United States, 1900–1940",2012,46,,31,72,10.1007/s10739-011-9317-1
From Galen's Ureters to Harvey's Veins,1985,18,3,331,355,10.2307/4330945
In Passing,2002,35,2,,,10.2307/4331731
Evolution Born of Moisture: Analogies and Parallels Between Anaximander’s Ideas on Origin of Life and Man and Later Pre-Darwinian and Darwinian Evolutionary Concepts,2012,46,,103,124,10.1007/s10739-012-9334-8
Review: The Birds of China|Rodolphe Meyer de Schauensee,1985,18,3,,,10.2307/4330954
Review: Melancholia and Depression: From Hippocratic Times to Modern Times|Stanley W. Jackson,1988,21,1,166,169,10.2307/4331044
From Formation to Ecosystem: Tansley’s Response to Clements’ Climax,2013,47,,293,321,10.1007/s10739-013-9363-y
Passports to Success,1988,21,2,343,349,10.2307/4331056
Review: Divine Machines: Leibniz and the Sciences of Life|Justin E. H. Smith,2012,45,2,367,371,10.2307/41488460
Review: Won for All: How the Drosophila Genome Was Sequenced|Michael Ashburner,2007,40,2,384,386,10.2307/29737492
"Review: Crab Wars: A Tale of Horseshoe Crabs, Bioterrorism, and Human Health|William Sargent",2007,40,2,382,383,10.2307/29737491
Review: The Social Sciences and Theories of Race|Vernon J. Williams Jr.,2007,40,2,379,381,10.2307/29737490
"Kristine Bonnevie, Tine Tammes and Elisabeth Schiemann in Early Genetics: Emerging Chances for a University Career for Women",2007,40,3,427,466,10.2307/29737497
Muriel Wheldale Onslow and Early Biochemical Genetics,2007,40,3,389,426,10.2307/29737496
Editorial,2007,40,3,,,10.2307/29737495
"Beyond the Boss and the Boys: Women and the Division of Labor in Drosophila Genetics in the United States, 1934-1970",2007,40,3,509,528,10.2307/29737499
"Inbreeding, Eugenics, and Helen Dean King (1869-1955)",2007,40,3,467,507,10.2307/29737498
Epilogue: Russian Reflections,1992,25,3,487,495,10.2307/4331235
"Science, Culture, and Politics in U.S. Natural Resources Management",1992,25,3,469,486,10.2307/4331234
Review: The Units of Evolution: Essays on the Nature of Species|Marc Ereshefsky,1992,25,3,500,501,10.2307/4331237
Review: The Investigative Enterprise: Experimental Physiology in Nineteenth-Century Medicine|William Coleman;Frederic L. Holmes,1992,25,3,497,500,10.2307/4331236
Nature Protection as Moral Duty: The Ethical Trend in the Russian Conservation Movement,1992,25,3,413,428,10.2307/4331231
Demythologizing Environmentalism,1992,25,3,385,411,10.2307/4331230
Environmental Degradation and the Ambiguous Social Role of Science and Technology,1992,25,3,449,468,10.2307/4331233
The Evolution of Concepts about the Preservation of Nature in Soviet Literature,1992,25,3,429,447,10.2307/4331232
Review: The River of the Mother of God and Other Essays|Aldo Leopold;Susan L. Flader;J. Baird Callicott,1992,25,3,503,504,10.2307/4331239
Review: Regeneration and Transplantation|Eugen Korschelt,1992,25,3,501,502,10.2307/4331238
"Living with Your Biographical Subject: Special Problems of Distance, Privacy and Trust in the Biography of G. Ledyard Stebbins Jr.",1999,32,3,421,438,10.2307/4331544
"The Origins of Soviet Genetics and the Struggle with Lamarckism, 1922-1929",1980,13,1,1,51,10.2307/4330749
"Creating a Cosmic Discipline: The Crystallization and Consolidation of Exobiology, 1957-1973",2004,37,1,131,180,10.2307/4331855
The Nurse of Parasites: Gender Concepts in Patrick Manson's Parasitological Research,2004,37,1,103,130,10.2307/4331854
Review: Thomas Say: New World Naturalist|Patricia Tyson Stroud,1994,27,1,166,168,10.2307/4331301
Review: Thomas Henry Huxley: Communicating for Science|J. Vernon Jensen,1994,27,1,163,166,10.2307/4331300
Review: The Search for the Gene|Bruce Wallace,1994,27,1,169,170,10.2307/4331303
"Review: William Diller Matthew, Paleontologist: The Splendid Drama Observed|Edwin H. Colbert",1994,27,1,168,169,10.2307/4331302
Review: The Right Tools for the Job: At Work in Twentieth-Century Life Sciences|Adele E. Clarke;Joan H. Fujimura,1994,27,1,172,174,10.2307/4331305
Review: Science as a Way of Knowing: The Foundations of Modern Biology|John A. Moore,1994,27,1,170,172,10.2307/4331304
Review: Science and Nature: Essays in the History of the Environmental Sciences|Michael Shortland,1994,27,1,174,175,10.2307/4331306
Are the Arthropoda a Natural Group? An Episode in the History of Evolutionary Biology,1994,27,2,177,213,10.2307/4331309
"Erratum to: Charles Darwin's Beagle Voyage, Fossil Vertebrate Succession, and ""The Gradual Birth & Death of Species""",2010,43,2,,,10.2307/40802745
"Charles Darwin's Beagle Voyage, Fossil Vertebrate Succession, and ""The Gradual Birth & Death of Species""",2010,43,2,363,399,10.2307/40802744
Review: Huxley: From Devil's Disciple to Evolution's High Priest|Adrian Desmond,1998,31,3,450,452,10.2307/4331499
Enrico Ferri's Scientific Socialism: A Marxist Interpretation of Herbert Spencer's Organic Analogy,2005,38,2,301,325,10.2307/4331946
"Introduction and Institutionalization of Genetics in Mexico Ana Barahona, Susana Pinar and Francisco J. Ayala",2005,38,2,273,299,10.2307/4331945
"Stephen Jay Gould, Jack Sepkoski, and the 'Quantitative Revolution' in American Paleobiology",2005,38,2,209,237,10.2307/4331943
Indian Science for Indian Tigers?: Conservation Biology and the Question of Cultural Values,2005,38,2,185,207,10.2307/4331942
"""The Mouse People"": Murine Genetics Work at the Bussey Institution, 1909-1936",1998,31,3,327,354,10.2307/4331493
The Concept of Individuality in Canguilhem's Philosophy of Biology,1998,31,3,305,325,10.2307/4331492
"W. K. Brooks and the Oyster Question: Science, Politics, and Resource Management in Maryland, 1880-1930",1998,31,3,383,424,10.2307/4331495
Monsters as Evidence: The Uses of the Abnormal Body during the Early Eighteenth Century,1998,31,3,355,382,10.2307/4331494
"Review: George Beadle, an Uncommon Farmer: The Emergence of Genetics in the 20th Century|Paul Berg;Maxine Singer",2005,38,2,381,382,10.2307/4331949
Racial Science and Genetics at the Kaiser Wilhelm Society,2005,38,2,367,379,10.2307/4331948
In Search of the New Biology: An Epilogue,1981,14,1,177,191,10.2307/4330780
The Problem of the Organic Individual: Ernst Haeckel and the Development of the Biogenetic Law,1981,14,2,249,275,10.2307/4330786
George Henry Lewes: A Man of His Time,1981,14,2,277,298,10.2307/4330787
Instinct and Intelligence in British Natural Theology: Some Contributions to Darwin's Theory of the Evolution of Behavior,1981,14,2,193,230,10.2307/4330784
"Darwin's Data: His Reading of Natural History Journals, 1837-1842",1981,14,2,231,248,10.2307/4330785
Embryology in Talmudic and Midrashic Literature,1981,14,2,299,315,10.2307/4330788
The Tarnished Plant Bug: Cause of Potato Rot?: An Episode in Mid-Nineteenth-Century Entomology and Plant Pathology,1981,14,2,317,338,10.2307/4330789
The Origins of the Spiral Theory of Phyllotaxis,1970,3,2,299,323,10.2307/4330544
"Darwin and the Physiologists, or the Medusa and Modern Cardiology",1970,3,2,253,274,10.2307/4330542
"Lamarck, Evolution, and the Politics of Science",1970,3,2,275,298,10.2307/4330543
Review: Did the Devil Make Darwin Do It? Modern Perspectives on the Creation-Evolution Controversy|David B. Wilson,1987,20,2,284,285,10.2307/4331014
"Review: Museums and American Intellectual Life, 1876-1926|Steven Conn",1999,32,2,419,420,10.2307/4331540
Conflict of Concepts in Early Vitamin Studies,1971,4,1,1,33,10.2307/4330548
The Rationalization of Sexual Behavior: The Institutionalization of Eugenic Thought in Germany,1987,20,2,159,193,10.2307/4331010
Allied Sciences and Fundamental Problems: C. C. Adams and the Search for Method in Early American Ecology,1999,32,3,439,463,10.2307/4331545
"Review: The History of Blood Gases, Acids and Bases|John W. Severinghaus;Poul Astrup",1987,20,2,281,283,10.2307/4331012
Review: Foundations of Tropical Forest Biology: Classic Papers with Commentaries|Robin L. Chazdon;T. C. Whitmore,2003,36,3,612,613,10.2307/4331839
Review: In the Absence of Predators: Conservation and Controversy on the Kaibab Plateau|Christian C. Young,2003,36,3,610,611,10.2307/4331838
"Review: Of Moths and Men: An Evolutionary Tale: Intrigue, Tragedy and the Peppered Moth|Judith Hooper",2003,36,1,207,209,10.2307/4331789
Review: This Man's Pill: Reflections on the 50th Birthday of the Pill|Carl Djerassi,2003,36,1,205,207,10.2307/4331788
Review: The Tangled Field: Barbara McClintock's Search for the Patterns of Genetic Control|Nathaniel Comfort,2003,36,1,199,201,10.2307/4331785
Defined by DNA: The Intertwined Lives of James Watson and Rosalind Franklin,2003,36,3,591,597,10.2307/4331832
"Review: Breeding Superman: Nietzsche, Race and Eugenics in Edwardian and Interwar Britain|Dan Stone",2003,36,1,203,205,10.2307/4331787
Review: Embryos in Wax: Models from the Ziegler Studio|Nick Hopwood,2003,36,1,201,203,10.2307/4331786
Linkage: From Particulate to Interactive Genetics,2003,36,1,87,117,10.2307/4331781
Review: Knowledge and Pleasure at Regent's Park: The Gardens of the Zoological Society of London during the Nineteenth Century|Sofia Åkerberg Savages and Beasts: The Birth of the Modern Zoo|Nigel Rothfels,2003,36,3,604,608,10.2307/4331836
Review: The Scopes Trial: A Brief History with Documents|Jeffrey P. Moran,2003,36,3,603,604,10.2307/4331835
Review: Evolutionary Theory and Victorian Culture|Martin Fichman,2003,36,3,601,603,10.2307/4331834
"Book Review: Zoltan Nagy, A History of Modern Immunology: The Path Toward Understanding.",2015,48,,679,680,10.1007/s10739-015-9422-7
The Discovery of Adenosine Triphosphate and the Establishment of Its Structure,1991,24,1,145,154,10.2307/4331161
Can Females Rule the Hive? The Controversy over Honey Bee Gender Roles in British Beekeeping Texts of the Sixteenth-Eighteenth Centuries,1991,24,1,113,144,10.2307/4331160
Review: Wonderful Life: The Burgess Shale and the Nature of History|Stephen Jay Gould,1991,24,1,163,165,10.2307/4331163
Science and Politics in the Nineteenth Century,1991,24,1,155,161,10.2307/4331162
Review: The Mendelian Revolution: The Emergence of Hereditarian Concepts in Modern Science and Society|Peter Bowler,1991,24,1,167,168,10.2307/4331165
